Time,LED,Speaker,Control,Energy,Theta,dTheta,Phi,dPhi
0.97,0,0,0.0485,0.0969,-3.9698,-11.864,-1.7447,-16.5761
0.975,0,0,0.0693,0.1385,-3.9816,-11.9732,-1.7613,-16.5574
0.9751,0,1,0.0693,0.1385,-3.9816,-11.9732,-1.7613,-16.5574
0.98,0,1,0.09,0.18,-3.9936,-12.0805,-1.7778,-16.5352
0.98153,0,0,0.09,0.18,-3.9936,-12.0805,-1.7778,-16.5352
0.985,0,0,0.1107,0.2214,-4.0057,-12.186,-1.7944,-16.5095
0.98796,0,1,0.1107,0.2214,-4.0057,-12.186,-1.7944,-16.5095
0.99,0,1,0.1313,0.2626,-4.0179,-12.2894,-1.8109,-16.4801
0.99439,0,0,0.1313,0.2626,-4.0179,-12.2894,-1.8109,-16.4801
0.995,0,0,0.1518,0.3036,-4.0301,-12.3908,-1.8274,-16.4472
1,0,0,0.1722,0.3443,-4.0425,-12.4899,-1.8438,-16.4106
1.00082,0,1,0.1722,0.3443,-4.0425,-12.4899,-1.8438,-16.4106
1.005,0,1,0.1924,0.3848,-4.055,-12.5867,-1.8602,-16.3704
1.00724,0,0,0.1924,0.3848,-4.055,-12.5867,-1.8602,-16.3704
1.01,0,0,0.2124,0.4248,-4.0676,-12.6812,-1.8766,-16.3264
1.01367,0,1,0.2124,0.4248,-4.0676,-12.6812,-1.8766,-16.3264
1.015,0,1,0.2323,0.4645,-4.0803,-12.7732,-1.8929,-16.2787
1.02,0,1,0.2519,0.5037,-4.0931,-12.8625,-1.9092,-16.2272
1.0201,0,0,0.2519,0.5037,-4.0931,-12.8625,-1.9092,-16.2272
1.025,0,0,0.2712,0.5425,-4.1059,-12.9493,-1.9254,-16.172
1.02653,0,1,0.2712,0.5425,-4.1059,-12.9493,-1.9254,-16.172
1.03,0,1,0.2903,0.5806,-4.1189,-13.0332,-1.9416,-16.1131
1.03295,0,0,0.2903,0.5806,-4.1189,-13.0332,-1.9416,-16.1131
1.035,0,0,0.3091,0.6182,-4.1319,-13.1144,-1.9577,-16.0505
1.03938,0,1,0.3091,0.6182,-4.1319,-13.1144,-1.9577,-16.0505
1.04,0,1,0.3276,0.6552,-4.145,-13.1927,-1.9738,-15.9843
1.045,0,1,0.3457,0.6914,-4.1582,-13.268,-1.9897,-15.9144
1.04581,0,0,0.3457,0.6914,-4.1582,-13.268,-1.9897,-15.9144
1.05,0,0,0.3635,0.727,-4.1715,-13.3402,-2.0057,-15.841
1.05224,0,1,0.3635,0.727,-4.1715,-13.3402,-2.0057,-15.841
1.055,0,1,0.3809,0.7618,-4.1848,-13.4094,-2.0215,-15.7642
1.05867,0,0,0.3809,0.7618,-4.1848,-13.4094,-2.0215,-15.7642
1.06,0,0,0.3979,0.7958,-4.1982,-13.4755,-2.0373,-15.6841
1.06473,0,1,0.3979,0.7958,-4.1982,-13.4755,-2.0373,-15.6841
1.065,0,1,0.4145,0.829,-4.2117,-13.5384,-2.0529,-15.6008
1.07,0,1,0.4306,0.8613,-4.2253,-13.5981,-2.0685,-15.5143
1.0708,0,0,0.4306,0.8613,-4.2253,-13.5981,-2.0685,-15.5143
1.075,0,0,0.4464,0.8927,-4.2388,-13.6545,-2.0841,-15.4248
1.07687,0,1,0.4464,0.8927,-4.2388,-13.6545,-2.0841,-15.4248
1.08,0,1,0.4616,0.9233,-4.2525,-13.7077,-2.0995,-15.3325
1.08293,0,0,0.4616,0.9233,-4.2525,-13.7077,-2.0995,-15.3325
1.085,0,0,0.4764,0.9529,-4.2662,-13.7577,-2.1148,-15.2374
1.089,0,1,0.4764,0.9529,-4.2662,-13.7577,-2.1148,-15.2374
1.09,0,1,0.4908,0.9815,-4.28,-13.8043,-2.13,-15.1397
1.095,0,1,0.5,1.0092,-4.2938,-13.8477,-2.1452,-15.0395
1.09507,0,0,0.5,1.0092,-4.2938,-13.8477,-2.1452,-15.0395
1.1,0,0,0.5,1.0359,-4.3076,-13.8879,-2.1602,-14.9377
1.10114,0,1,0.5,1.0359,-4.3076,-13.8879,-2.1602,-14.9377
1.105,0,1,0.5,1.0618,-4.3215,-13.9252,-2.1752,-14.8361
1.1072,0,0,0.5,1.0618,-4.3215,-13.9252,-2.1752,-14.8361
1.11,0,0,0.5,1.0868,-4.3354,-13.9597,-2.19,-14.7346
1.11327,0,1,0.5,1.0868,-4.3354,-13.9597,-2.19,-14.7346
1.115,0,1,0.5,1.111,-4.3494,-13.9912,-2.2047,-14.6334
1.11934,0,0,0.5,1.111,-4.3494,-13.9912,-2.2047,-14.6334
1.12,0,0,0.5,1.1342,-4.3634,-14.0199,-2.2194,-14.5324
1.125,0,0,0.5,1.1566,-4.3774,-14.0458,-2.2339,-14.4317
1.1254,0,1,0.5,1.1566,-4.3774,-14.0458,-2.2339,-14.4317
1.13,0,1,0.5,1.178,-4.3915,-14.0688,-2.2483,-14.3311
1.13147,0,0,0.5,1.178,-4.3915,-14.0688,-2.2483,-14.3311
1.135,0,0,0.5,1.1986,-4.4055,-14.0891,-2.2627,-14.2309
1.13754,0,1,0.5,1.1986,-4.4055,-14.0891,-2.2627,-14.2309
1.14,0,1,0.5,1.2182,-4.4196,-14.1065,-2.2769,-14.1309
1.14361,0,0,0.5,1.2182,-4.4196,-14.1065,-2.2769,-14.1309
1.145,0,0,0.5,1.237,-4.4337,-14.1212,-2.291,-14.0312
1.14967,0,1,0.5,1.237,-4.4337,-14.1212,-2.291,-14.0312
1.15,0,1,0.5,1.2549,-4.4478,-14.1332,-2.3051,-13.9318
1.155,0,1,0.5,1.2719,-4.462,-14.1426,-2.319,-13.8327
1.1554,0,0,0.5,1.2719,-4.462,-14.1426,-2.319,-13.8327
1.16,0,0,0.5,1.288,-4.4761,-14.1493,-2.3328,-13.7339
1.16113,0,1,0.5,1.288,-4.4761,-14.1493,-2.3328,-13.7339
1.165,0,1,0.5,1.3032,-4.4903,-14.1534,-2.3466,-13.6353
1.16685,0,0,0.5,1.3032,-4.4903,-14.1534,-2.3466,-13.6353
1.17,0,0,0.5,1.3176,-4.5044,-14.155,-2.3602,-13.5371
1.17258,0,1,0.5,1.3176,-4.5044,-14.155,-2.3602,-13.5371
1.175,0,1,0.5,1.3312,-4.5186,-14.1541,-2.3737,-13.4391
1.17831,0,0,0.5,1.3312,-4.5186,-14.1541,-2.3737,-13.4391
1.18,0,0,0.5,1.3439,-4.5327,-14.1507,-2.3872,-13.3414
1.18403,0,1,0.5,1.3439,-4.5327,-14.1507,-2.3872,-13.3414
1.185,0,1,0.5,1.3558,-4.5469,-14.1449,-2.4005,-13.2441
1.18976,0,0,0.5,1.3558,-4.5469,-14.1449,-2.4005,-13.2441
1.19,0,0,0.5,1.3668,-4.561,-14.1368,-2.4138,-13.147
1.195,0,0,0.5,1.3771,-4.5752,-14.1264,-2.4269,-13.0502
1.19549,0,1,0.5,1.3771,-4.5752,-14.1264,-2.4269,-13.0502
1.2,0,1,0.5,1.3866,-4.5893,-14.1137,-2.44,-12.9537
1.20121,0,0,0.5,1.3866,-4.5893,-14.1137,-2.44,-12.9537
1.205,0,0,0.5,1.3954,-4.6034,-14.0989,-2.4529,-12.8575
1.20694,0,1,0.5,1.3954,-4.6034,-14.0989,-2.4529,-12.8575
1.21,0,1,0.5,1.4034,-4.6175,-14.082,-2.4658,-12.7615
1.21267,0,0,0.5,1.4034,-4.6175,-14.082,-2.4658,-12.7615
1.215,0,0,0.5,1.4107,-4.6316,-14.063,-2.4785,-12.6659
1.21839,0,1,0.5,1.4107,-4.6316,-14.063,-2.4785,-12.6659
1.22,0,1,0.5,1.4173,-4.6456,-14.0421,-2.4912,-12.5705
1.22412,0,0,0.5,1.4173,-4.6456,-14.0421,-2.4912,-12.5705
1.225,0,0,0.5,1.4232,-4.6597,-14.0192,-2.5038,-12.4755
1.22985,0,1,0.5,1.4232,-4.6597,-14.0192,-2.5038,-12.4755
1.23,0,1,0.5,1.4285,-4.6737,-13.9945,-2.5162,-12.3807
1.235,0,1,0.5,1.4332,-4.6877,-13.968,-2.5286,-12.2862
1.23557,0,0,0.5,1.4332,-4.6877,-13.968,-2.5286,-12.2862
1.24,0,0,0.5,1.4372,-4.7017,-13.9397,-2.5409,-12.1919
1.2413,0,1,0.5,1.4372,-4.7017,-13.9397,-2.5409,-12.1919
1.245,0,1,-0.5,1.4407,-4.7156,-13.9098,-2.5531,-12.098
1.2467,0,0,-0.5,1.4407,-4.7156,-13.9098,-2.5531,-12.098
1.25,0,0,-0.5,1.4435,-4.7295,-13.8782,-2.5652,-12.1851
1.25211,0,1,-0.5,1.4435,-4.7295,-13.8782,-2.5652,-12.1851
1.255,0,1,-0.5,1.4454,-4.7434,-13.844,-2.5774,-12.2725
1.25751,0,0,-0.5,1.4454,-4.7434,-13.844,-2.5774,-12.2725
1.26,0,0,-0.5,1.4464,-4.7572,-13.8072,-2.5897,-12.3602
1.26292,0,1,-0.5,1.4464,-4.7572,-13.8072,-2.5897,-12.3602
1.265,0,1,-0.5,1.4465,-4.771,-13.7678,-2.602,-12.4483
1.26832,0,0,-0.5,1.4465,-4.771,-13.7678,-2.602,-12.4483
1.27,0,0,-0.5,1.4457,-4.7848,-13.7258,-2.6145,-12.5367
1.27373,0,1,-0.5,1.4457,-4.7848,-13.7258,-2.6145,-12.5367
1.275,0,1,-0.5,1.444,-4.7985,-13.6811,-2.627,-12.6254
1.27913,0,0,-0.5,1.444,-4.7985,-13.6811,-2.627,-12.6254
1.28,0,0,-0.5,1.4412,-4.8122,-13.6336,-2.6396,-12.7145
1.28454,0,1,-0.5,1.4412,-4.8122,-13.6336,-2.6396,-12.7145
1.285,0,1,-0.5,1.4376,-4.8259,-13.5833,-2.6523,-12.804
1.28995,0,0,-0.5,1.4376,-4.8259,-13.5833,-2.6523,-12.804
1.29,0,0,-0.5,1.4329,-4.8394,-13.5302,-2.6651,-12.8939
1.295,0,0,-0.5,1.4273,-4.853,-13.4743,-2.678,-12.9843
1.29535,0,1,-0.5,1.4273,-4.853,-13.4743,-2.678,-12.9843
1.3,0,1,-0.5,1.4207,-4.8664,-13.4154,-2.691,-13.0751
1.30076,0,0,-0.5,1.4207,-4.8664,-13.4154,-2.691,-13.0751
1.305,0,0,-0.5,1.4131,-4.8799,-13.3536,-2.7041,-13.1664
1.30616,0,1,-0.5,1.4131,-4.8799,-13.3536,-2.7041,-13.1664
1.31,0,1,-0.5,1.4045,-4.8932,-13.2888,-2.7173,-13.2582
1.31157,0,0,-0.5,1.4045,-4.8932,-13.2888,-2.7173,-13.2582
1.315,0,0,-0.5,1.3949,-4.9065,-13.2211,-2.7305,-13.3505
1.31697,0,1,-0.5,1.3949,-4.9065,-13.2211,-2.7305,-13.3505
1.32,0,1,-0.5,1.3844,-4.9197,-13.1503,-2.7439,-13.4433
1.32238,0,0,-0.5,1.3844,-4.9197,-13.1503,-2.7439,-13.4433
1.325,0,0,-0.5,1.3728,-4.9329,-13.0765,-2.7573,-13.5366
1.32778,0,1,-0.5,1.3728,-4.9329,-13.0765,-2.7573,-13.5366
1.33,0,1,-0.5,1.3603,-4.9459,-12.9996,-2.7708,-13.6304
1.33319,0,0,-0.5,1.3603,-4.9459,-12.9996,-2.7708,-13.6304
1.335,0,0,-0.5,1.3468,-4.9589,-12.9195,-2.7845,-13.7248
1.33859,0,1,-0.5,1.3468,-4.9589,-12.9195,-2.7845,-13.7248
1.34,0,1,-0.5,1.3323,-4.9719,-12.8364,-2.7982,-13.8196
1.344,0,0,-0.5,1.3323,-4.9719,-12.8364,-2.7982,-13.8196
1.345,0,0,-0.5,1.3169,-4.9847,-12.7502,-2.812,-13.9149
1.3491,0,1,-0.5,1.3169,-4.9847,-12.7502,-2.812,-13.9149
1.35,0,1,-0.5,1.3006,-4.9975,-12.6608,-2.8259,-14.0107
1.3542,0,0,-0.5,1.3006,-4.9975,-12.6608,-2.8259,-14.0107
1.355,0,0,-0.5,1.2833,-5.0101,-12.5682,-2.8399,-14.1068
1.3593,0,1,-0.5,1.2833,-5.0101,-12.5682,-2.8399,-14.1068
1.36,0,1,-0.5,1.2651,-5.0227,-12.4725,-2.8541,-14.2033
1.3644,0,0,-0.5,1.2651,-5.0227,-12.4725,-2.8541,-14.2033
1.365,0,0,-0.5,1.2459,-5.0352,-12.3736,-2.8683,-14.3001
1.36951,0,1,-0.5,1.2459,-5.0352,-12.3736,-2.8683,-14.3001
1.37,0,1,-0.5,1.226,-5.0475,-12.2714,-2.8826,-14.397
1.37461,0,0,-0.5,1.226,-5.0475,-12.2714,-2.8826,-14.397
1.375,0,0,-0.5,1.2051,-5.0598,-12.1662,-2.897,-14.4941
1.37971,0,1,-0.5,1.2051,-5.0598,-12.1662,-2.897,-14.4941
1.38,0,1,-0.5,1.1834,-5.072,-12.0577,-2.9114,-14.5912
1.38481,0,0,-0.5,1.1834,-5.072,-12.0577,-2.9114,-14.5912
1.385,0,0,-0.5,1.1609,-5.084,-11.946,-2.926,-14.6883
1.38991,0,1,-0.5,1.1609,-5.084,-11.946,-2.926,-14.6883
1.39,0,1,-0.5,1.1376,-5.096,-11.8312,-2.9407,-14.7853
1.395,0,1,-0.5,1.1136,-5.1078,-11.7132,-2.9555,-14.8821
1.39502,0,0,-0.5,1.1136,-5.1078,-11.7132,-2.9555,-14.8821
1.4,0,0,-0.5,1.0888,-5.1195,-11.5921,-2.9704,-14.9788
1.40012,0,1,-0.5,1.0888,-5.1195,-11.5921,-2.9704,-14.9788
1.405,0,1,-0.5,1.0633,-5.1311,-11.4678,-2.9854,-15.0752
1.40522,0,0,-0.5,1.0633,-5.1311,-11.4678,-2.9854,-15.0752
1.41,0,0,-0.5,1.0372,-5.1426,-11.3404,-3.0005,-15.1715
1.41032,0,1,-0.5,1.0372,-5.1426,-11.3404,-3.0005,-15.1715
1.415,0,1,-0.5,1.0104,-5.1539,-11.2099,-3.0156,-15.2676
1.41542,0,0,-0.5,1.0104,-5.1539,-11.2099,-3.0156,-15.2676
1.42,0,0,-0.4915,0.983,-5.1651,-11.0764,-3.0309,-15.3636
1.42052,0,1,-0.4915,0.983,-5.1651,-11.0764,-3.0309,-15.3636
1.425,0,1,-0.4776,0.9551,-5.1762,-10.9401,-3.0463,-15.4582
1.42563,0,0,-0.4776,0.9551,-5.1762,-10.9401,-3.0463,-15.4582
1.43,0,0,-0.4634,0.9268,-5.1871,-10.8012,-3.0617,-15.5503
1.43073,0,1,-0.4634,0.9268,-5.1871,-10.8012,-3.0617,-15.5503
1.435,0,1,-0.4491,0.8982,-5.1979,-10.6598,-3.0773,-15.6402
1.43583,0,0,-0.4491,0.8982,-5.1979,-10.6598,-3.0773,-15.6402
1.44,0,0,-0.4346,0.8692,-5.2086,-10.516,-3.0929,-15.7279
1.44093,0,1,-0.4346,0.8692,-5.2086,-10.516,-3.0929,-15.7279
1.445,0,1,-0.42,0.84,-5.2191,-10.3699,-3.1086,-15.8135
1.44603,0,0,-0.42,0.84,-5.2191,-10.3699,-3.1086,-15.8135
1.45,0,0,-0.4053,0.8106,-5.2295,-10.2215,-3.1244,-15.8971
1.45114,0,1,-0.4053,0.8106,-5.2295,-10.2215,-3.1244,-15.8971
1.455,0,1,-0.3905,0.7809,-5.2397,-10.0711,-3.1403,-15.9787
1.45595,0,0,-0.3905,0.7809,-5.2397,-10.0711,-3.1403,-15.9787
1.46,0,0,-0.3756,0.7512,-5.2498,-9.9185,-3.1563,-16.0583
1.46077,0,1,-0.3756,0.7512,-5.2498,-9.9185,-3.1563,-16.0583
1.465,0,1,-0.3607,0.7214,-5.2597,-9.764,-3.1724,-16.1359
1.46558,0,0,-0.3607,0.7214,-5.2597,-9.764,-3.1724,-16.1359
1.47,0,0,-0.3458,0.6915,-5.2695,-9.6076,-3.1885,-16.2112
1.4704,0,1,-0.3458,0.6915,-5.2695,-9.6076,-3.1885,-16.2112
1.475,0,1,-0.3309,0.6617,-5.2791,-9.4495,-3.2047,-16.2843
1.47521,0,0,-0.3309,0.6617,-5.2791,-9.4495,-3.2047,-16.2843
1.48,0,0,-0.316,0.6319,-5.2885,-9.2896,-3.221,-16.3548
1.48003,0,1,-0.316,0.6319,-5.2885,-9.2896,-3.221,-16.3548
1.48484,0,0,-0.316,0.6319,-5.2885,-9.2896,-3.221,-16.3548
1.485,0,0,-0.3011,0.6022,-5.2978,-9.1281,-3.2374,-16.4226
1.48966,0,1,-0.3011,0.6022,-5.2978,-9.1281,-3.2374,-16.4226
1.49,0,1,-0.2863,0.5727,-5.3069,-8.9652,-3.2538,-16.4874
1.49447,0,0,-0.2863,0.5727,-5.3069,-8.9652,-3.2538,-16.4874
1.495,0,0,-0.2716,0.5433,-5.3159,-8.8008,-3.2703,-16.5491
1.49929,0,1,-0.2716,0.5433,-5.3159,-8.8008,-3.2703,-16.5491
1.5,0,1,-0.2571,0.5141,-5.3247,-8.6352,-3.2868,-16.6076
1.50411,0,0,-0.2571,0.5141,-5.3247,-8.6352,-3.2868,-16.6076
1.505,0,0,-0.2426,0.4852,-5.3333,-8.4684,-3.3034,-16.6627
1.50892,0,1,-0.2426,0.4852,-5.3333,-8.4684,-3.3034,-16.6627
1.51,0,1,-0.2283,0.4566,-5.3418,-8.3005,-3.3201,-16.7145
1.51374,0,0,-0.2283,0.4566,-5.3418,-8.3005,-3.3201,-16.7145
1.515,0,0,-0.2142,0.4284,-5.3501,-8.1316,-3.3368,-16.7631
1.51855,0,1,-0.2142,0.4284,-5.3501,-8.1316,-3.3368,-16.7631
1.52,0,1,-0.2002,0.4005,-5.3582,-7.9618,-3.3536,-16.8086
1.52337,0,0,-0.2002,0.4005,-5.3582,-7.9618,-3.3536,-16.8086
1.525,0,0,-0.1865,0.373,-5.3662,-7.7913,-3.3704,-16.8512
1.52818,0,1,-0.1865,0.373,-5.3662,-7.7913,-3.3704,-16.8512
1.53,0,1,-0.1729,0.3459,-5.374,-7.6201,-3.3872,-16.8912
1.533,0,0,-0.1729,0.3459,-5.374,-7.6201,-3.3872,-16.8912
1.535,0,0,-0.1596,0.3193,-5.3816,-7.4484,-3.4041,-16.9289
1.53781,0,1,-0.1596,0.3193,-5.3816,-7.4484,-3.4041,-16.9289
1.54,0,1,-0.1466,0.2931,-5.3891,-7.2761,-3.4211,-16.9645
1.54263,0,0,-0.1466,0.2931,-5.3891,-7.2761,-3.4211,-16.9645
1.545,0,0,-0.1338,0.2675,-5.3963,-7.1034,-3.438,-16.9983
1.54744,0,1,-0.1338,0.2675,-5.3963,-7.1034,-3.438,-16.9983
1.55,0,1,-0.1212,0.2424,-5.4034,-6.9303,-3.455,-17.0303
1.55226,0,0,-0.1212,0.2424,-5.4034,-6.9303,-3.455,-17.0303
1.555,0,0,-0.1089,0.2178,-5.4104,-6.7569,-3.472,-17.0606
1.55708,0,1,-0.1089,0.2178,-5.4104,-6.7569,-3.472,-17.0606
1.56,0,1,-0.0969,0.1938,-5.4171,-6.5833,-3.4891,-17.0892
1.56189,0,0,-0.0969,0.1938,-5.4171,-6.5833,-3.4891,-17.0892
1.565,0,0,-0.0852,0.1704,-5.4237,-6.4095,-3.5062,-17.116
1.56671,0,1,-0.0852,0.1704,-5.4237,-6.4095,-3.5062,-17.116
1.57,0,1,-0.0738,0.1475,-5.4301,-6.2356,-3.5233,-17.1408
1.57152,0,0,-0.0738,0.1475,-5.4301,-6.2356,-3.5233,-17.1408
1.575,0,0,-0.0626,0.1252,-5.4364,-6.0616,-3.5404,-17.1634
1.57634,0,1,-0.0626,0.1252,-5.4364,-6.0616,-3.5404,-17.1634
1.58,0,1,-0.0518,0.1036,-5.4424,-5.8877,-3.5576,-17.1837
1.58115,0,0,-0.0518,0.1036,-5.4424,-5.8877,-3.5576,-17.1837
1.585,0,0,-0.0413,0.0825,-5.4483,-5.7137,-3.5748,-17.2015
1.58597,0,1,-0.0413,0.0825,-5.4483,-5.7137,-3.5748,-17.2015
1.59,0,1,-0.0311,0.0621,-5.454,-5.5399,-3.592,-17.2167
1.59078,0,0,-0.0311,0.0621,-5.454,-5.5399,-3.592,-17.2167
1.595,0,0,-0.0212,0.0423,-5.4596,-5.3663,-3.6092,-17.2292
1.5956,0,1,-0.0212,0.0423,-5.4596,-5.3663,-3.6092,-17.2292
1.6,0,1,-0.0116,0.0232,-5.4649,-5.1929,-3.6264,-17.239
1.60041,0,0,-0.0116,0.0232,-5.4649,-5.1929,-3.6264,-17.239
1.605,0,0,-0.0024,0.0047,-5.4701,-5.0198,-3.6437,-17.2463
1.60523,0,1,-0.0024,0.0047,-5.4701,-5.0198,-3.6437,-17.2463
1.61,0,1,0.0066,-0.0131,-5.4751,-4.8471,-3.6609,-17.2513
1.61005,0,0,0.0066,-0.0131,-5.4751,-4.8471,-3.6609,-17.2513
1.61486,0,1,0.0066,-0.0131,-5.4751,-4.8471,-3.6609,-17.2513
1.615,0,1,0.0151,-0.0303,-5.48,-4.6747,-3.6782,-17.2543
1.61968,0,0,0.0151,-0.0303,-5.48,-4.6747,-3.6782,-17.2543
1.62,0,0,0.0234,-0.0468,-5.4847,-4.5028,-3.6954,-17.2555
1.62449,0,1,0.0234,-0.0468,-5.4847,-4.5028,-3.6954,-17.2555
1.625,0,1,0.0313,-0.0627,-5.4892,-4.3313,-3.7127,-17.2551
1.62931,0,0,0.0313,-0.0627,-5.4892,-4.3313,-3.7127,-17.2551
1.63,0,0,0.0389,-0.0779,-5.4935,-4.1603,-3.7299,-17.2536
1.63412,0,1,0.0389,-0.0779,-5.4935,-4.1603,-3.7299,-17.2536
1.635,0,1,0.0462,-0.0924,-5.4977,-3.9899,-3.7472,-17.251
1.63894,0,0,0.0462,-0.0924,-5.4977,-3.9899,-3.7472,-17.251
1.64,0,0,0.0532,-0.1064,-5.5016,-3.8199,-3.7645,-17.2476
1.64348,0,1,0.0532,-0.1064,-5.5016,-3.8199,-3.7645,-17.2476
1.645,0,1,0.0598,-0.1196,-5.5055,-3.6505,-3.7817,-17.2434
1.64803,0,0,0.0598,-0.1196,-5.5055,-3.6505,-3.7817,-17.2434
1.65,0,0,0.0661,-0.1322,-5.5091,-3.4816,-3.7989,-17.2384
1.65257,0,1,0.0661,-0.1322,-5.5091,-3.4816,-3.7989,-17.2384
1.655,0,1,0.0721,-0.1442,-5.5126,-3.3132,-3.8162,-17.2326
1.65712,0,0,0.0721,-0.1442,-5.5126,-3.3132,-3.8162,-17.2326
1.66,0,0,0.0778,-0.1556,-5.5159,-3.1454,-3.8334,-17.2259
1.66166,0,1,0.0778,-0.1556,-5.5159,-3.1454,-3.8334,-17.2259
1.665,0,1,0.0831,-0.1663,-5.5191,-2.9782,-3.8506,-17.218
1.66621,0,0,0.0831,-0.1663,-5.5191,-2.9782,-3.8506,-17.218
1.67,0,0,0.0882,-0.1764,-5.522,-2.8115,-3.8679,-17.2089
1.67076,0,1,0.0882,-0.1764,-5.522,-2.8115,-3.8679,-17.2089
1.675,0,1,0.0929,-0.1859,-5.5248,-2.6453,-3.8851,-17.1984
1.6753,0,0,0.0929,-0.1859,-5.5248,-2.6453,-3.8851,-17.1984
1.67985,0,1,0.0929,-0.1859,-5.5248,-2.6453,-3.8851,-17.1984
1.68,0,1,0.0974,-0.1947,-5.5275,-2.4797,-3.9023,-17.1865
1.68439,0,0,0.0974,-0.1947,-5.5275,-2.4797,-3.9023,-17.1865
1.685,0,0,0.1015,-0.203,-5.53,-2.3147,-3.9195,-17.173
1.68894,0,1,0.1015,-0.203,-5.53,-2.3147,-3.9195,-17.173
1.69,0,1,0.1053,-0.2107,-5.5323,-2.1503,-3.9366,-17.158
1.69348,0,0,0.1053,-0.2107,-5.5323,-2.1503,-3.9366,-17.158
1.695,0,0,0.1089,-0.2177,-5.5344,-1.9865,-3.9538,-17.1415
1.69803,0,1,0.1089,-0.2177,-5.5344,-1.9865,-3.9538,-17.1415
1.7,0,1,0.1121,-0.2242,-5.5364,-1.8233,-3.9709,-17.1238
1.70257,0,0,0.1121,-0.2242,-5.5364,-1.8233,-3.9709,-17.1238
1.705,0,0,0.1151,-0.2301,-5.5382,-1.6607,-3.988,-17.1049
1.70712,0,1,0.1151,-0.2301,-5.5382,-1.6607,-3.988,-17.1049
1.71,0,1,0.1177,-0.2355,-5.5399,-1.4986,-4.0052,-17.0851
1.71166,0,0,0.1177,-0.2355,-5.5399,-1.4986,-4.0052,-17.0851
1.715,0,0,0.1201,-0.2402,-5.5414,-1.3372,-4.0222,-17.0647
1.71621,0,1,0.1201,-0.2402,-5.5414,-1.3372,-4.0222,-17.0647
1.72,0,1,0.1222,-0.2444,-5.5427,-1.1764,-4.0393,-17.0439
1.72075,0,0,0.1222,-0.2444,-5.5427,-1.1764,-4.0393,-17.0439
1.725,0,0,0.124,-0.248,-5.5439,-1.0161,-4.0563,-17.023
1.7253,0,1,0.124,-0.248,-5.5439,-1.0161,-4.0563,-17.023
1.72984,0,0,0.124,-0.248,-5.5439,-1.0161,-4.0563,-17.023
1.73,0,0,0.1256,-0.2511,-5.5449,-0.8564,-4.0734,-17.002
1.73439,0,1,0.1256,-0.2511,-5.5449,-0.8564,-4.0734,-17.002
1.735,0,1,0.1268,-0.2537,-5.5458,-0.6972,-4.0904,-16.9811
1.73893,0,0,0.1268,-0.2537,-5.5458,-0.6972,-4.0904,-16.9811
1.74,0,0,0.1278,-0.2557,-5.5465,-0.5385,-4.1074,-16.9604
1.74348,0,1,0.1278,-0.2557,-5.5465,-0.5385,-4.1074,-16.9604
1.745,0,1,0.1286,-0.2571,-5.547,-0.3803,-4.1243,-16.94
1.74802,0,0,0.1286,-0.2571,-5.547,-0.3803,-4.1243,-16.94
1.75,0,0,0.129,-0.2581,-5.5474,-0.2226,-4.1413,-16.9197
1.75257,0,1,0.129,-0.2581,-5.5474,-0.2226,-4.1413,-16.9197
1.755,0,1,0.1292,-0.2585,-5.5476,-0.0652,-4.1582,-16.8995
1.75711,0,0,0.1292,-0.2585,-5.5476,-0.0652,-4.1582,-16.8995
1.76,0,0,-0.1292,-0.2584,-5.5477,0.0917,-4.1751,-16.8792
1.76166,0,1,-0.1292,-0.2584,-5.5477,0.0917,-4.1751,-16.8792
1.765,0,1,-0.1289,-0.2577,-5.5476,0.2615,-4.192,-16.907
1.7662,0,0,-0.1289,-0.2577,-5.5476,0.2615,-4.192,-16.907
1.77,0,0,-0.1282,-0.2564,-5.5473,0.4318,-4.2089,-16.9344
1.77075,0,1,-0.1282,-0.2564,-5.5473,0.4318,-4.2089,-16.9344
1.775,0,1,-0.1272,-0.2545,-5.5469,0.6025,-4.2258,-16.9611
1.77529,0,0,-0.1272,-0.2545,-5.5469,0.6025,-4.2258,-16.9611
1.77984,0,1,-0.1272,-0.2545,-5.5469,0.6025,-4.2258,-16.9611
1.78,0,1,-0.1259,-0.2519,-5.5463,0.7735,-4.2428,-16.9871
1.78439,0,0,-0.1259,-0.2519,-5.5463,0.7735,-4.2428,-16.9871
1.785,0,0,-0.1244,-0.2487,-5.5455,0.9449,-4.2597,-17.012
1.78893,0,1,-0.1244,-0.2487,-5.5455,0.9449,-4.2597,-17.012
1.79,0,1,-0.1224,-0.2449,-5.5446,1.1167,-4.2768,-17.0359
1.79348,0,0,-0.1224,-0.2449,-5.5446,1.1167,-4.2768,-17.0359
1.795,0,0,-0.1202,-0.2404,-5.5435,1.2888,-4.2938,-17.0587
1.79802,0,1,-0.1202,-0.2404,-5.5435,1.2888,-4.2938,-17.0587
1.8,0,1,-0.1177,-0.2353,-5.5422,1.4611,-4.3108,-17.0806
1.80257,0,0,-0.1177,-0.2353,-5.5422,1.4611,-4.3108,-17.0806
1.805,0,0,-0.1148,-0.2296,-5.5407,1.6337,-4.3279,-17.1016
1.80711,0,1,-0.1148,-0.2296,-5.5407,1.6337,-4.3279,-17.1016
1.81,0,1,-0.1116,-0.2232,-5.5391,1.8065,-4.345,-17.1219
